airline_id,name,code_type,iata_code,icao_code,country,region,status,active,website,wikidata_id,notes
Y7,Airline Tajmyr,iata,Y7,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Y8,Passaredo Linhas Aéreas,iata,Y8,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Y9,Kish Air,iata,Y9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YC,Yamal Airlines,iata,YC,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YI,Air Sunshine,iata,YI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YK,Avia Traffic Company,iata,YK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YM,Montenegro Airlines,iata,YM,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YN,Air Creebec (1994) Inc.,iata,YN,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YO,Heli Air Monaco,iata,YO,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YQ,Aircompany POLET,iata,YQ,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YR,Scenic Airlines,iata,YR,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YT,Yeti Airlines,iata,YT,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
YV,Mesa Airlines,iata,YV,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Z2,Zestair,iata,Z2,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Z3,PM Air LLC,iata,Z3,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Z6,Dnieproavia Joint Stock Aviation Co,iata,Z6,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Z8,Amaszonas,iata,Z8,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
Z9,Bek Air,iata,Z9,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZB,Monarch Airlines,iata,ZB,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZE,Eastar Jet,iata,ZE,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZH,Shenzhen Airlines,iata,ZH,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZI,Aigle Azur,iata,ZI,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZK,Great Lakes Airlines,iata,ZK,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
ZL,Regional Express,iata,ZL,,,,unknown,,,,"Imported from original repository. Country, status, and source enrichment pending."
